xclass,cap_color,weight,height
e,w,5.082089888051583,8.453681296040047
e,w,3.8093390570655243,7.584330211831295
p,w,4.399173944993251,4.030289112347067
e,y,4.981388281508465,3.266486630939731
p,n,1.5643198777687253,6.66032620676584
e,y,4.665229179496168,3.064355470288402
e,n,2.6349894645130396,5.407355042018052
e,y,8.291758701242124,6.282230450149981
e,n,4.31829073515298,5.404093870385254
e,n,4.8491637113117765,10.095949160819954
e,y,2.991140161518426,6.444056301760174
e,g,3.3811219965951023,6.609201734530111
e,w,1.6095430945800961,7.553565244097886
e,y,5.657170162544239,5.256550264330994
e,y,4.30286552570003,8.959243547566636
e,w,3.1646966096098774,2.7416254307673436
e,w,6.0446467084071935,3.8312360402499697
e,n,3.3478533813960167,2.758697955082824
e,w,4.041606073173632,2.4093081468716826
e,n,4.4037544278285585,5.119971358771265
e,w,4.594269693422014,8.874378607365246
e,n,3.400023070216523,6.4562474702867005
e,y,3.3396620850348064,8.836272009287145
e,w,5.536909176694914,4.3291193218878306
e,w,2.9249580653064835,6.388910828121678
e,y,3.095087491292097,6.9209238518352105
e,y,3.8024304456905194,4.405962807865727
e,y,4.039847129756895,6.597027786945829
e,n,4.081172434398136,3.627685890048048
e,n,4.318196864919249,5.912255687414133
e,w,5.188887240672467,7.216981731123507
e,w,3.898675449837227,5.6960143683644535
e,n,4.574546853081885,7.936276279014557
e,w,2.7340291253246303,5.293876594013154
e,g,4.330485751546961,6.189244097376792
e,y,5.2629187816839895,5.555502645719747
e,y,5.385472611068577,8.140981165329139
e,y,3.356382953546502,8.891411696679876
e,y,2.612207717729147,5.714861843142308
e,w,2.8228192587557106,8.617198216493007
e,w,3.655625343192666,5.641778328976162
e,y,5.073209588633585,5.737839198229514
e,y,3.747506255497252,2.325017765664557
e,y,3.54537484002224,3.376325019163259
p,w,2.6216174406613697,3.6072612516830214
e,n,3.271296415591074,5.822827427137684
e,n,5.689118806908402,5.746406789804307
e,y,3.649285538650182,4.809778962862906
e,n,5.464462863721799,9.172852942930506
p,w,2.7152822210210097,3.179596339770383
e,w,4.412578472265805,5.246943777197755
e,g,3.6447986344323557,5.911092022935138
e,n,6.420344351801608,8.66380288099159
e,w,5.3044533828798315,2.7846743175407482
e,w,5.292861655454363,6.659075326329509
e,y,1.8267817548351242,3.0282527267977546
e,y,5.329879621084421,3.0172986314556742
e,y,4.6592082451782115,7.453602572196045
e,w,5.468970448088734,5.990684927639456
e,w,3.971714504973502,2.8026349023118216
e,y,1.8232886641283663,6.080019855189064
e,w,5.774033221541125,9.905446403224664
e,w,4.476312509690061,6.86337359658338
e,w,3.5799585419034834,5.0708491180256985
p,w,2.396791424579674,5.7095030759949275
e,w,4.490948517093081,6.883715324387006
e,w,3.4305366357098617,5.054571927554967
e,w,4.825122509027315,4.025145278290134
e,w,5.343860106701337,5.563695919877775
e,y,3.0598689022713352,5.673331793202465
e,w,4.6299251350052835,4.706883836255088
e,y,4.5262045328351075,6.858259402321407
e,g,4.763783709267226,3.3926538896502856
e,y,2.479734398454047,7.924830902950781
e,y,2.3917306530547524,3.9337167302499445
e,y,5.904396602157649,5.800638714002584
e,w,2.8167558020606034,6.041870540977786
e,g,1.3954267531853026,6.852637787540988
e,w,5.038076829981981,8.148862430701334
p,w,2.3295590350610853,4.518627280173961
e,y,4.336857013670734,3.166584438577201
e,w,5.157960362588163,3.7388056394003484
e,w,6.8296255778130295,9.77839479062927
e,y,3.376900901142271,5.965085754628811
e,y,2.1241297601802933,9.05756594203844
e,y,3.4653147493316996,8.38978663553613
e,n,4.262342394292844,3.1601872795033503
e,w,2.8554483762186984,3.9381199601881254
e,w,2.7445293870325784,6.750280092268246
e,y,2.944325436510309,8.165069647115136
e,y,2.988355026256004,3.597565522520338
e,y,6.4241492611904825,3.2692360028109633
e,w,4.293931575751553,5.339043555242866
e,w,3.617416906226376,8.445858759496089
p,w,3.4358590969296974,6.261118924966409
e,w,5.879713558372524,6.615283326554668
e,w,6.088574738064964,5.9515537951361335
e,w,4.6566308939985355,5.4820562992749995
e,n,4.108238462600424,3.8756497452802114
e,y,4.939392826773306,4.931194656437598
p,n,3.4576663573769135,7.6638265323256505
e,n,3.195080196471407,9.31851040772119
e,y,3.7071123473324628,9.084277959407244
e,w,3.0269008513662183,3.883110225292445
e,w,4.300864189602988,5.119121600373893
e,n,2.992757277684152,6.967604598272259
e,w,3.603475285104368,5.389884299070117
e,w,4.97180629150563,8.305439639922618
e,n,3.454800244088864,3.6067864998985075
p,w,3.4546776549724982,4.632571854425932
e,w,3.602088302220115,9.069435125227233
e,w,5.457353157958508,8.41781821533307
e,w,3.1905376027179697,7.404975441701524
e,g,4.050435256185256,4.532190747018677
e,g,6.075396341855632,5.612021084797222
e,y,3.415142309869921,5.110433726650482
p,n,3.410656465218067,3.7866373366875616
e,w,4.811915393039077,7.379770528559782
e,y,4.52248438467908,5.208372047423679
e,y,3.8405859328293688,8.18787929483063
e,n,4.5835836937105086,5.149745329505458
e,n,4.570007811691408,7.429521927975209
e,w,3.26848601562984,6.527164038113853
e,n,4.465063623261448,5.360744112795681
e,y,4.018587343661004,4.096741363504295
p,w,3.179714718194585,6.983571436842949
e,y,5.375044922737941,6.182578345133568
e,n,3.476119132087516,6.998260200585282
e,y,4.261871278944351,8.226430257229529
e,w,3.520318566328325,5.850560655311914
e,n,5.864181396258806,5.5313565477181585
e,y,2.6312937486576145,3.4760672341071923
e,w,5.378439262922664,7.386083439129817
e,n,5.927724792033687,7.547303266325822
e,y,5.810914992102157,2.332480169921632
e,y,3.805796817528263,6.345871012824507
e,w,3.7760721383339884,6.729958815562234
e,w,5.012155015806473,2.7760115098592197
e,y,3.697119732831809,6.512986391092463
e,y,1.2935754373183554,7.20445333995378
e,g,3.9595941203606886,5.903687098464159
e,y,1.2198862230969305,3.859519591686963
p,w,3.2539799163336944,6.3613814247767735
e,w,5.592582072134443,8.391297068323006
e,y,3.5354991773363627,6.8707286961726854
e,w,5.754557258392068,5.266039282203659
e,w,2.8072572025359612,7.960924519172485
e,y,5.488752013250483,6.905605425702013
e,n,4.252031042887042,4.443539639461665
e,w,2.504868562987687,6.237036719713291
e,y,5.80637201717313,3.7042565586635754
p,w,2.4954992781542664,6.557524053600709
e,w,2.757587609504321,4.890699152717124
p,w,3.6786334737012725,5.856963328612354
e,y,4.258837996746411,7.382364731604726
e,w,4.293429640428021,8.387219333965081
e,w,4.395450979507421,6.5453516404058
e,y,3.0617303083867284,6.00584575352274
e,y,3.5728963956207003,6.856230325215188
e,y,5.352157697303775,2.230657461364289
e,n,4.840855535609531,4.361339316872796
e,y,3.8045985766998096,5.284534888292514
p,n,3.3316009743882704,6.441270679342086
e,y,2.9866020111123417,9.815024579559173
e,w,4.081655796762959,4.61272852031279
e,w,4.9845665988856185,6.0746549675902255
e,y,8.346336258909766,3.363526288087207
e,w,5.121575343583366,5.165393452171497
e,n,2.259882125649206,4.475366069704858
e,n,4.3763142704832,2.308800782639305
e,y,6.320977926863424,6.082927543314804
e,g,5.969315783630159,5.080732985085088
e,n,2.5539947400357432,8.453153757373357
e,w,5.450590369603748,7.45563731250403
e,y,5.226859085796145,3.152345418332043
e,y,4.97644566854472,5.65578384092572
e,n,3.889843398538703,5.082525317043884
e,y,2.9518882000371143,8.150501389600084
e,y,5.368285446705224,4.20530976292277
e,g,7.103647237963748,7.45482838417969
e,g,3.6986918106594504,3.3332766059333254
e,n,4.7411072626783906,6.516960951852061
e,w,3.108633418037675,7.74325154234956
e,y,2.5552522093348227,4.909119447305226
e,y,4.990827025330571,6.5941322528998185
e,g,3.7116298029892443,5.176037448609485
p,n,2.725354812712809,2.3999104861221103
e,y,4.609966752637358,5.924691676589639
e,n,4.1382129750722285,3.997959021726143
e,n,5.313768716134809,2.9384617884913213
e,n,2.209406250065015,7.3515675636902635
e,y,1.0008846145211159,4.554902323749124
e,n,5.036463978674635,9.672771188123019
e,y,1.0846755908497623,6.039707902319928
e,y,1.1744669678675677,6.221884596300083
e,y,3.535184242402271,5.150076218420219
e,g,2.9273828428735538,5.8227218838764045
e,n,5.291361117763117,2.4744687468596562
e,y,4.902329979399951,8.709962453389505
e,n,2.8581537081684543,4.228469041361205
e,w,2.8756208660192155,3.575247080693326
e,n,4.973311384314505,7.2759477382971385
e,y,2.9241960592807734,4.470552311073638
e,y,2.167667755563958,8.838746879484294
p,n,3.2306669149048357,4.640348351111324
e,w,3.683099770650731,8.619838169241879
e,w,2.236891284324294,3.0253212081870755
e,n,6.609201384369304,5.319901346266795
p,n,3.9280010150907834,2.1453385330987675
e,n,2.7239730069541155,7.895403151405871
e,n,4.8597568450256805,8.78016007685513
e,y,3.005391478546903,8.5235384841754
e,y,4.622050543119771,7.727481952612778
e,y,4.338632965844,6.649513184819308
e,w,6.002095765547516,5.045532585144691
e,n,2.537225979905192,4.970607908981014
e,g,5.77246385934818,2.127286174241889
e,w,7.044073125052051,6.98166060583353
p,n,3.5025050095205916,2.184172951293003
e,w,2.4184181897794,8.284572816736965
e,w,4.836452425640911,7.61790597725309
e,y,4.009798154502798,7.431258230840356
e,y,4.574273300639227,5.313658559003317
e,y,7.35353816154757,5.589323396341449
e,w,3.372761983992259,5.930759061834232
e,w,3.355313843325631,7.931890814298348
e,n,3.736807346221825,4.9611710759060665
e,w,1.729323722127401,4.645552693488989
e,n,4.129699466644577,2.9038451389953313
e,n,4.697290596781023,7.401138853550554
e,y,2.9655806190856806,6.67009823480103
p,n,4.026104002046555,3.5471389829500075
e,y,3.382219514661286,4.861709771892886
e,w,3.1145098742243142,4.283273420189375
p,n,2.9277810298269142,4.55282086556949
e,y,4.667827806567276,5.614646906770986
e,g,3.68220209997662,6.536595519858188
e,w,1.8271151618343455,6.7086877916408705
p,n,3.508235696029195,6.071749415830875
e,n,4.652739742444579,7.809818627048932
e,w,2.780823131738119,7.635810032527619
e,w,4.5131734342772845,6.282641460160932
e,n,1.6793544980552455,6.975635311838909
e,w,3.054046051296147,8.204609997450433
e,g,1.7428318978235975,6.264775154682738
e,w,6.255545069629349,4.374424472079893
e,y,3.5922967586935908,7.006297574330205
e,y,3.702501431630944,6.9089564712386595
e,y,4.897464673221706,4.50143691898662
e,w,4.207974809376728,3.502145745602499
e,y,2.4287514936590853,3.702683478261308
e,y,4.183822913745864,7.346567328311265
e,n,5.766894610845743,4.286095150695929
e,w,4.406426743119185,4.819454411173917
e,y,2.652145906968225,4.224649927944007
e,w,5.168600358280665,5.85589932402128
e,n,2.5369621248471503,2.436940258392862
e,w,2.5664168536074383,7.733433163427597
e,n,4.939311934541624,5.911143746405958
e,w,4.316079983318234,5.7154027472747355
e,n,4.6929453082477615,9.200749547527865
e,w,2.3967444555523567,5.505266811005535
e,y,3.121926675983885,7.156204044887409
e,g,4.012399008103435,6.040517377672439
e,y,3.219432149743896,4.172545571930025
e,n,5.699086292904746,5.511869420953181
e,w,6.663548184829924,6.8111688805404675
e,y,3.9401894018091506,5.266905554533689
e,w,4.519675695310528,5.998093689729883
e,y,5.886471568676426,6.940550446374893
e,n,5.486042432347013,5.359887980921213
e,n,2.1094131031143553,4.806154361397519
e,y,2.8799290458996425,6.420652659553942
e,y,5.742195133965502,7.5868354054625575
e,y,3.8237067951919363,5.631283803196226
e,w,3.871439971912935,2.3003980169276397
e,y,3.7570289218506483,6.624111284337016
e,g,3.509532503451344,9.059065252797273
e,w,3.761066878290346,5.624807550077398
e,y,4.571834528839846,4.936435704314562
e,y,5.520803891215329,6.410502231588445
e,y,4.691575588811297,3.1235977264040438
e,g,3.5365335480528435,7.45351532935509
e,w,4.840736365237193,8.309255194971424
e,y,2.9498708496317434,5.03631440500786
e,w,3.091528446839642,7.286585103996597
e,n,2.9867991287373785,6.013271174091174
e,n,4.701593993149299,2.224657157406084
e,n,3.420564781936105,5.556237073000609
e,y,4.298197896406238,6.119495546126735
p,n,5.31820855824941,7.821719079456049
e,n,4.14719645387953,9.826952828687494
e,y,3.33222787672742,5.953206019020412
e,y,3.097769638706727,3.1843795447513075
e,w,4.9498731923401795,4.969858106560287
e,n,3.9464291541880123,5.134868091740217
e,w,3.4261101807220715,6.295273025366757
e,y,3.132278541717504,6.8310047171538155
e,w,4.988133727294715,4.220792101632037
e,y,4.888638011314372,6.782879079673688
p,n,1.657323166270935,3.6266558422234585
e,w,6.896478049866712,5.099235461209881
e,g,5.014905214950609,7.242558539237971
e,n,4.435187819942698,7.415732316858918
e,y,5.614569066450112,3.903111327993828
e,w,6.69377098518126,8.984940403170157
e,g,3.966148489677884,6.995214167090768
e,n,6.948990861184713,7.067760219466791
e,w,4.248015504709012,7.716175061076333
e,n,4.843327946903981,9.875461216901334
e,y,6.37714314049799,7.214002695738557
e,w,3.5939958148809046,4.566137626587084
e,y,2.4706145141202653,7.486809214465994
e,w,6.4936631186539895,6.136353258835249
e,w,4.999475739825071,7.150803657936936
e,y,3.655639648639968,9.109986867148825
p,n,3.9895075947329532,6.259195076253082
e,g,4.453840341140946,3.452674980663937
e,y,5.299378813456834,7.217393216363506
e,n,3.7096859591095086,6.547887958783707
e,y,3.975670106056952,6.64864042152753
e,n,3.15911561446664,6.274059308205782
e,y,5.377347308338598,4.043514245560145
e,n,3.5777512149980466,4.761366732155879
e,w,7.199106524487427,5.138979459423066
p,w,4.333196781051023,7.256668269258591
e,n,5.544702740614719,5.298328478705269
p,n,3.9524540466335734,7.1656442468190615
e,w,5.301173268156567,8.492810447419675
e,w,5.368840752768749,5.007520023184554
e,n,2.7448848219908073,6.229156200474811
e,y,5.8828199419094895,9.029749124971246
e,w,5.681070774775972,3.8508238791857163
e,y,4.311029286575565,8.566816244922961
e,g,5.953197031588344,4.131165692669927
e,y,4.004799647573188,6.76371294005777
e,n,3.8500406747162983,5.549038733679351
e,w,4.591550499134951,4.683267013263821
e,y,2.9563652430275127,5.2811894617107225
e,n,4.069753580383566,4.280573998904975
e,g,2.863057040304426,4.8775016322542015
e,y,2.518323397010177,5.587525224912195
e,w,5.3813575237512845,7.820504197259972
e,y,2.386592180974001,2.3385695574183103
p,n,4.1738849613090405,6.25134208374457
e,w,3.6750413597265528,6.914950875217219
e,y,4.849449225657089,4.5937117871654145
e,y,4.869862351725519,6.985890333785366
e,y,2.9717253139119375,8.32961360609212
e,w,4.842989593903594,6.465335532158575
e,w,4.840029339264689,6.110882800335901
p,w,3.0161886324529137,2.5353702918375443
e,y,6.521741439323343,9.821784172714054
e,g,4.6899229098193125,6.439853430541842
p,n,2.9750146580885692,2.401165704725897
e,w,3.554613407468362,5.46052385648787
e,y,3.780450137967804,7.653372885326024
e,w,4.769386213339956,8.048598298584405
e,n,2.329712731043589,3.7419664112897766
e,y,1.8157225801013475,8.073188275694951
e,y,4.387561856269339,3.1216221734531158
p,n,2.3694222847074182,5.7989572643698795
e,w,2.5170191154623085,7.169150275220684
e,y,5.485118681806577,7.089297321012438
e,y,3.049996924441952,7.795017873915083
e,w,4.123449005172983,7.484746644366115
e,g,3.9688518813389746,6.35116767798159
e,n,6.432730339955693,6.096249871432885
e,g,5.410268388586893,10.009790594433287
e,w,1.2165391296862422,11.047889172132766
p,w,2.5517382516449825,4.0109988103359315
e,g,5.045585509242949,6.881694286743728
e,y,5.384512828413909,7.9649149527506875
e,y,4.074237626603436,6.131348658592926
e,w,8.208512882971647,7.402918871633016
p,w,2.011440055079617,8.855452926915799
e,g,4.6066722304800365,9.358688169204218
e,n,5.28487618986913,5.90208036910488
e,w,4.696292495270676,7.7327831223560635
e,n,2.9527832484394216,5.591779166753833
e,w,6.318845342809457,5.13783575441337
e,w,5.749008066950443,4.180766262715476
e,g,4.27496880738777,6.082316391662776
e,n,4.991298721619575,6.5296899802023045
e,w,7.2811124898295425,7.53359075487659
e,g,5.886993821776612,5.184220401677724
e,n,4.277531699386275,9.155342989529954
e,g,2.873300501924416,5.4104367407989145
e,w,1.9818244662974744,5.287477854724877
e,y,6.225315042981233,5.673490754094162
e,w,2.192815769393409,5.3991786464531675
e,g,3.735629016134556,5.122057717847911
e,w,4.9252734774055655,11.284426748253484
e,y,4.147986395972875,4.322741639680931
e,y,5.335485329077037,4.242810885915705
e,w,5.0651704604949455,7.120700799009871
e,y,5.443472209520579,4.375013861212686
e,g,4.513772927623751,6.351756776831135
e,w,3.229395582969717,2.2949719505802357
e,y,5.56802742681874,5.425936284359593
e,g,1.949155056081874,5.766676999704389
e,w,4.047611326220991,7.343908337357845
e,n,5.276131409867272,7.707655157268592
e,y,5.7024343994816995,5.766252946419243
e,n,5.471111386179347,3.259033938653284
e,y,5.3314323856846775,6.62221883968989
e,y,6.47607772348049,3.2990808758204695
e,w,4.82440042407186,5.538085667763044
e,y,4.02872529968428,6.410742277936523
e,n,3.898660715720837,6.248635378438122
e,n,3.290505557041831,6.211797929826015
e,y,5.668789886736346,6.40230547290925
e,y,2.3102824348369726,5.884309780633467
e,w,2.6200920088425823,5.151638972775461
e,w,7.513810539166434,4.699472218754833
e,y,3.44812711237514,4.999666682430917
e,y,4.416047277143429,5.5937358934946
e,y,3.107233273141452,3.7844846505976495
e,y,4.670697140890946,3.5706595455087373
p,n,3.2335958629266766,6.7864424415149625
p,w,4.352128620148376,4.02579963070133
e,y,5.295038196093157,6.4904705952203905
e,w,3.9605623079510193,5.6921447183390015
e,y,4.122645838165639,6.823821720474568
e,y,4.740095363322537,7.0871322482349095
e,g,4.729674929941065,9.362547413600009
e,w,4.656643408190669,7.184376801418422
p,n,3.17802996407102,3.0173163840123123
p,n,4.243856407908048,4.83179438724453
e,w,1.7722654695094908,3.9757735057602384
e,n,3.7355748207916073,5.0450923952789175
e,y,4.906953164848325,7.987524232269953
e,y,3.3307943160449964,3.135737247212386
e,n,3.6397042097941528,6.269151350889672
e,y,4.779808370861803,6.800240291899611
e,n,5.198458928261239,3.008499625926733
e,n,4.30371192784369,8.82809010855572
e,y,3.680132249840344,7.494973940152925
e,w,4.225685170273555,6.848870134291862
e,w,1.7300780159752538,7.299652470207669
e,y,6.725715239242469,3.963511785426947
e,y,5.781389935239285,5.642699914584582
e,n,5.176401112759807,7.920302810532078
e,w,2.437819428745227,4.417824001738858
e,g,3.8988041801130744,7.6445009549834655
e,w,4.489346968161513,6.2256411533112
e,y,3.7696663348819692,5.606362278737178
e,w,3.5057873249238116,6.733762658440262
e,y,3.308235058972118,9.07796669983422
e,n,3.0615843194202697,4.670014950871361
e,y,6.522141230728382,4.877954762273918
e,n,5.053918068434978,6.48230889211311
p,n,3.1656206687895274,5.454832507131917
e,g,4.513150467406396,2.184903868891827
e,y,7.337816604628411,6.060426878189172
e,w,5.055783397363231,5.755426109537374
e,y,3.2088488441734393,14.727777569395386
e,y,4.128633522584707,3.1349036365306486
e,w,4.322813179082384,5.623545816703141
e,y,4.406645498699911,6.8050011473251875
e,y,3.876060099145429,3.737235902882941
e,n,4.615397306537064,7.841390299126252
e,w,5.338713120676859,7.793104272909995
e,y,4.202242046175737,7.111842449531741
e,y,4.408562191433809,8.756673993707548
e,y,3.900797138253495,5.607635618510968
e,w,2.294109854345648,3.2535444958562207
e,y,3.138522818272534,6.110852552496611
e,n,3.649760922332195,9.460344268382418
e,n,1.6678536702225921,8.736941921562831
e,w,3.763613070964686,6.794429452811487
e,n,3.300927913263001,8.108409775160265
e,y,6.101213023096306,9.799456457098426
p,n,4.4062874107747465,3.992615863246087
e,w,2.1585194794212925,8.386110357032807
e,w,6.099348096357771,3.777619567589293
e,y,3.3285471407952985,4.3680387570502015
p,w,3.46255591418448,8.159867144376722
p,w,1.953059726965491,6.671581311762981
e,w,5.999477108066927,4.635761194957602
e,w,3.1760410388869893,10.83595848112044
e,w,5.497026321163094,5.0830473432537415
p,w,2.4220167874367897,5.5627404723485085
e,w,4.991190705337713,8.419143052835938
e,g,4.007657293684669,4.192064532271358
e,n,4.784430291809818,4.199534496624127
e,w,5.6654240913092595,6.1202161206888155
e,n,5.940277288231119,7.0187723293742215
e,w,3.7540777672915766,7.688690798505496
e,y,3.8818545270548346,6.054903553416833
e,w,5.0285391781704405,8.476119698701437
e,w,4.083277994041401,8.678061751444588
p,n,3.5491657297436774,6.23189526472144
e,y,4.559427838662673,4.71502611483311
e,n,4.784875792227526,7.364799201096469
e,w,4.405758086014069,2.0767243677676506
e,y,6.704287228857011,6.136044905637819
e,y,5.961651727542102,3.766139309386268
e,y,1.708700491728095,4.686078695535566
e,w,3.8817765677356975,7.205044378154484
e,y,3.2008646669805083,7.4999437911851725
e,w,4.234332660712342,5.714117792504879
e,w,2.028475728987416,5.051236311890701
e,n,5.032241763032382,6.874797859553376
e,g,3.273927462149717,7.2548876804757185
e,w,4.628348246246745,6.9723097652211
e,n,6.24654096619743,8.548441511238515
e,w,5.262487992952403,6.204289441159684
e,w,4.920991691531778,7.692029779613324
e,y,6.015679081286237,6.843336566958683
e,y,6.099509360891046,8.748966015737235
e,y,4.2478722458566835,3.7655782967940494
e,g,6.990492784605758,6.808974671345687
e,y,4.810371121378292,4.133621456407622
p,n,4.145936665143389,3.2152130287873613
e,n,3.9292808496381357,2.5327888438493655
e,y,5.748010153145908,4.860236965068082
e,w,4.662388514793093,4.1168535078278286
e,y,4.028882315088545,2.6215858330986754
e,n,6.378267590184782,5.557256800154029
e,y,5.173693215875794,4.867468031253246
e,w,3.98194605619836,6.139895890946554
e,w,3.5888313641280503,6.224215906815314
e,y,4.608914240526598,8.262555252316632
p,n,3.602652901206565,5.204590364159394
e,y,4.563825441781482,6.3294138034480545
e,y,3.5045802193320164,6.915186451773734
e,n,3.9538862620900987,7.565473577401301
e,w,2.4012053900692676,9.89429237700702
e,y,5.312329670717984,7.226918522345688
p,n,1.415426606407079,5.549491530568796
p,n,2.763865498598994,7.030969148290982
e,y,2.480970009272495,5.136190752495509
e,w,3.518304126332917,6.7119823763485
p,w,4.20833410784472,4.692027067836641
e,w,3.2825591153710136,7.361382506822275
p,n,3.232825855432173,5.580616157253146
e,w,2.7774919649840557,3.3150732602609834
e,y,6.177024497086115,6.883231442230402
e,w,6.1662041483468535,7.508318266337096
e,y,7.255920036356834,5.631794828637151
e,y,4.963511602048989,9.403992293571271
e,y,4.080602784055346,7.6079982116661755
e,y,6.3075375434518115,8.067452287932133
p,w,4.067365456672709,5.942016054495511
p,w,3.019881908757418,5.40026937574399
p,n,2.9074250006578346,3.8829770988875065
e,w,5.978104881145508,7.927559083900634
e,n,6.475097810380184,7.51712787901107
e,y,4.173724182927866,10.7652503192915
e,w,3.6432453167418353,7.947385630620781
e,w,3.951636183056528,6.595548182288219
e,y,4.379964462978291,4.215995288609666
e,g,3.1303521909147687,3.1202590351156445
e,w,7.268042743092831,7.438257171904705
e,n,5.167499928458076,6.022605143721029
e,y,4.696114683551988,4.471090503593072
e,w,5.062559706592314,7.379497454612108
e,w,5.6138972674641705,3.5813528458797563
e,w,4.496261540877611,8.112425505825401
e,y,4.842654523857023,3.0604554505316943
e,g,4.646424196658323,7.458144910544915
e,y,3.225671658018252,8.693918167237761
e,y,2.4011329262889127,4.588689966433363
e,y,1.7207819980750938,2.582468473341496
p,n,2.707941546142653,2.8726664148075445
e,y,4.462385958356331,4.536112861672466
e,y,3.016202214400356,3.601772786793818
e,w,3.763833328568685,7.112885257995369
e,y,5.255115135333286,6.652924147838165
e,w,2.5833834040728263,5.4434359523582065
e,g,3.841153381442033,4.048506928289372
e,y,6.339492642696933,5.877118568698797
e,g,4.029040610211395,2.566748757410796
e,y,5.767995635523107,3.6073931112352273
e,w,4.344466205200339,5.775258936020393
